"code_station";"date_obs_elab";"resultat_obs_elab"
"J930061101";"2012-12-06";145240
"J930061101";"2012-12-07";150587
"J930061101";"2012-12-08";174686
"J930061101";"2012-12-09";170027
"J930061101";"2012-12-10";153369
"J930061101";"2012-12-11";137712
"J930061101";"2012-12-12";120338
"J930061101";"2012-12-13";108587
"J930061101";"2012-12-14";135067
"J930061101";"2012-12-15";231300
"J930061101";"2012-12-16";284906
"J930061101";"2012-12-17";320190
"J930061101";"2012-12-18";326409
"J930061101";"2012-12-19";316594
"J930061101";"2012-12-20";368839
"J930061101";"2012-12-21";447697
"J930061101";"2012-12-22";532189
"J930061101";"2012-12-23";594796
"J930061101";"2012-12-24";578141
"J930061101";"2012-12-25";535885
"J930061101";"2012-12-26";504825
"J930061101";"2012-12-27";475201
"J930061101";"2012-12-28";462474
"J930061101";"2012-12-29";440453
"J930061101";"2012-12-30";419647
"J930061101";"2012-12-31";380902
"J930061101";"2013-01-01";383154
"J930061101";"2013-01-02";405832
"J930061101";"2013-01-03";430424
"J930061101";"2013-01-04";398982
"J930061101";"2013-01-05";345481
"J930061101";"2013-01-06";306858
"J930061101";"2013-01-07";264837
"J930061101";"2013-01-08";239866
"J930061101";"2013-01-09";220553
"J930061101";"2013-01-10";201664
"J930061101";"2013-01-11";197543
"J930061101";"2013-01-12";211396
"J930061101";"2013-01-13";240790
"J930061101";"2013-01-14";236019
"J930061101";"2013-01-15";222545
"J930061101";"2013-01-16";229729
"J930061101";"2013-01-17";247223
"J930061101";"2013-01-18";241427
"J930061101";"2013-01-19";164105
"J930061101";"2013-01-20";144702
"J930061101";"2013-01-21";129361
"J930061101";"2013-01-22";118714
"J930061101";"2013-01-23";108889
"J930061101";"2013-01-24";103034
"J930061101";"2013-01-25";102558
"J930061101";"2013-01-26";105538
"J930061101";"2013-01-27";114179
"J930061101";"2013-01-28";112142
"J930061101";"2013-01-29";100315
"J930061101";"2013-01-30";91640
"J930061101";"2013-01-31";83263
"J930061101";"2013-02-01";81037
"J930061101";"2013-02-02";79945
"J930061101";"2013-02-03";77661
"J930061101";"2013-02-04";69679
"J930061101";"2013-02-05";69862
"J930061101";"2013-02-06";67862
"J930061101";"2013-02-07";63113
"J930061101";"2013-02-08";60199
"J930061101";"2013-02-09";63310
"J930061101";"2013-02-10";60751
"J930061101";"2013-02-11";60683
"J930061101";"2013-02-12";59655
"J930061101";"2013-02-13";62459
"J930061101";"2013-02-14";77300
"J930061101";"2013-02-15";94665
"J930061101";"2013-02-16";114837
"J930061101";"2013-02-17";105079
"J930061101";"2013-02-18";88658
"J930061101";"2013-02-19";97200
"J930061101";"2013-02-20";139618
"J930061101";"2013-02-21";132647
"J930061101";"2013-02-22";130325
"J930061101";"2013-02-23";160891
"J930061101";"2013-02-24";156906
"J930061101";"2013-02-25";141908
"J930061101";"2013-02-26";132715
"J930061101";"2013-02-27";122762
"J930061101";"2013-02-28";137144
"J930061101";"2013-03-01";136764
"J930061101";"2013-03-02";133828
"J930061101";"2013-03-03";114976
"J930061101";"2013-03-04";93903
"J930061101";"2013-03-05";92484
"J930061101";"2013-03-06";86409
"J930061101";"2013-03-07";77531
"J930061101";"2013-03-08";73860
"J930061101";"2013-03-09";73059
"J930061101";"2013-03-10";68973
"J930061101";"2013-03-11";65182
"J930061101";"2013-03-12";61700
"J930061101";"2013-03-13";67463
"J930061101";"2013-03-14";70038
"J930061101";"2013-03-15";67157
"J930061101";"2013-03-16";60396
"J930061101";"2013-03-17";58813
"J930061101";"2013-03-18";52980
"J930061101";"2013-03-19";54934
"J930061101";"2013-03-20";51252
"J930061101";"2013-03-21";48767
"J930061101";"2013-03-22";49261
"J930061101";"2013-03-23";47383
"J930061101";"2013-03-24";48445
"J930061101";"2013-03-25";45442
"J930061101";"2013-03-26";43969
"J930061101";"2013-03-27";50026
"J930061101";"2013-03-28";50076
"J930061101";"2013-03-29";47647
"J930061101";"2013-03-30";45909
"J930061101";"2013-03-31";49702
"J930061101";"2013-04-01";49050
"J930061101";"2013-04-02";45798
"J930061101";"2013-04-03";45321
"J930061101";"2013-04-04";45393
"J930061101";"2013-04-05";38127
"J930061101";"2013-04-06";40766
"J930061101";"2013-04-07";37946
"J930061101";"2013-04-08";38355
"J930061101";"2013-04-09";36842
"J930061101";"2013-04-10";32146
"J930061101";"2013-04-11";28278
"J930061101";"2013-04-12";27666
"J930061101";"2013-04-13";26887
"J930061101";"2013-04-14";27086
"J930061101";"2013-04-15";26254
"J930061101";"2013-04-16";27492
"J930061101";"2013-04-17";30290
"J930061101";"2013-04-18";21422
"J930061101";"2013-04-19";20705
"J930061101";"2013-04-20";33161
"J930061101";"2013-04-21";21186
"J930061101";"2013-04-22";26260
"J930061101";"2013-04-23";19758
"J930061101";"2013-04-24";23616
"J930061101";"2013-04-25";23640
"J930061101";"2013-04-26";23175
"J930061101";"2013-04-27";24884
"J930061101";"2013-04-28";25554
"J930061101";"2013-04-29";29126
"J930061101";"2013-04-30";39430
"J930061101";"2013-05-01";58773
"J930061101";"2013-05-02";77869
"J930061101";"2013-05-03";76688
"J930061101";"2013-05-04";57954
"J930061101";"2013-05-05";59395
"J930061101";"2013-05-06";53338
"J930061101";"2013-05-07";55586
"J930061101";"2013-05-08";56734
"J930061101";"2013-05-09";54674
"J930061101";"2013-05-10";50064
"J930061101";"2013-05-11";45409
"J930061101";"2013-05-12";42854
"J930061101";"2013-05-13";42737
"J930061101";"2013-05-14";38588
"J930061101";"2013-05-15";41994
"J930061101";"2013-05-16";47909
"J930061101";"2013-05-17";50005
"J930061101";"2013-05-18";45320
"J930061101";"2013-05-19";43185
"J930061101";"2013-05-20";48981
"J930061101";"2013-05-21";55070
"J930061101";"2013-05-22";46749
"J930061101";"2013-05-23";42509
"J930061101";"2013-05-24";37337
"J930061101";"2013-05-25";36672
"J930061101";"2013-05-26";37757
"J930061101";"2013-05-27";33184
"J930061101";"2013-05-28";37571
"J930061101";"2013-05-29";55845
"J930061101";"2013-05-30";50875
"J930061101";"2013-05-31";44656
"J930061101";"2013-06-01";47275
"J930061101";"2013-06-02";44781
"J930061101";"2013-06-03";35466
"J930061101";"2013-06-04";32267
"J930061101";"2013-06-05";33220
"J930061101";"2013-06-06";33588
"J930061101";"2013-06-07";31116
"J930061101";"2013-06-08";60913
"J930061101";"2013-06-09";50332
"J930061101";"2013-06-10";36385
"J930061101";"2013-06-11";29900
"J930061101";"2013-06-12";31607
"J930061101";"2013-06-13";33592
"J930061101";"2013-06-14";33106
"J930061101";"2013-06-15";24818
"J930061101";"2013-06-16";25821
"J930061101";"2013-06-17";30448
"J930061101";"2013-06-18";39308
"J930061101";"2013-06-19";41349
"J930061101";"2013-06-20";33365
"J930061101";"2013-06-21";34848
"J930061101";"2013-06-22";28223
"J930061101";"2013-06-23";28938
"J930061101";"2013-06-24";25524
"J930061101";"2013-06-25";21300
"J930061101";"2013-06-26";18867
"J930061101";"2013-06-27";18851
"J930061101";"2013-06-28";18372
"J930061101";"2013-06-29";16414
"J930061101";"2013-06-30";21036
"J930061101";"2013-07-01";16311
"J930061101";"2013-07-02";17089
"J930061101";"2013-07-03";24029
"J930061101";"2013-07-04";19389
"J930061101";"2013-07-05";22057
"J930061101";"2013-07-06";21183
"J930061101";"2013-07-07";23653
"J930061101";"2013-07-08";26589
"J930061101";"2013-07-09";25198
"J930061101";"2013-07-10";20460
"J930061101";"2013-07-11";23813
"J930061101";"2013-07-12";20235
"J930061101";"2013-07-13";15527
"J930061101";"2013-07-14";16125
"J930061101";"2013-07-15";13552
"J930061101";"2013-07-16";14125
"J930061101";"2013-07-17";19355
"J930061101";"2013-07-18";21952
"J930061101";"2013-07-19";21984
"J930061101";"2013-07-20";24041
"J930061101";"2013-07-21";15117
"J930061101";"2013-07-22";16906
"J930061101";"2013-07-23";14765
"J930061101";"2013-07-24";7088
"J930061101";"2013-07-25";6305
"J930061101";"2013-07-26";7279
"J930061101";"2013-07-27";13935
"J930061101";"2013-07-28";56551
"J930061101";"2013-07-29";51921
"J930061101";"2013-07-30";22195
"J930061101";"2013-07-31";16655
"J930061101";"2013-08-01";14885
"J930061101";"2013-08-02";14015
"J930061101";"2013-08-03";13470
"J930061101";"2013-08-04";5732
"J930061101";"2013-08-05";7948
"J930061101";"2013-08-06";11306
"J930061101";"2013-08-07";6949
"J930061101";"2013-08-08";8428
"J930061101";"2013-08-09";10410
"J930061101";"2013-08-10";9098
"J930061101";"2013-08-11";5826
"J930061101";"2013-08-12";3463
"J930061101";"2013-08-13";11594
"J930061101";"2013-08-14";8532
"J930061101";"2013-08-15";7215
"J930061101";"2013-08-16";4057
"J930061101";"2013-08-17";3763
"J930061101";"2013-08-18";6057
"J930061101";"2013-08-19";5928
"J930061101";"2013-08-20";6047
"J930061101";"2013-08-21";10396
"J930061101";"2013-08-22";10973
"J930061101";"2013-08-23";5097
"J930061101";"2013-08-24";4758
"J930061101";"2013-08-25";4491
"J930061101";"2013-08-26";6571
"J930061101";"2013-08-27";4582
"J930061101";"2013-08-28";6902
"J930061101";"2013-08-29";7292
"J930061101";"2013-08-30";9837
"J930061101";"2013-08-31";3870
"J930061101";"2013-09-01";6853
"J930061101";"2013-09-02";6076
"J930061101";"2013-09-03";6861
"J930061101";"2013-09-04";6707
"J930061101";"2013-09-05";7323
"J930061101";"2013-09-06";3441
"J930061101";"2013-09-07";3927
"J930061101";"2013-09-08";4295
"J930061101";"2013-09-09";3653
"J930061101";"2013-09-10";4023
"J930061101";"2013-09-11";3338
"J930061101";"2013-09-12";4098
"J930061101";"2013-09-13";4151
"J930061101";"2013-09-14";5493
"J930061101";"2013-09-15";6733
"J930061101";"2013-09-16";6587
"J930061101";"2013-09-17";4781
"J930061101";"2013-09-18";5620
"J930061101";"2013-09-19";3773
"J930061101";"2013-09-20";6887
"J930061101";"2013-09-21";5970
"J930061101";"2013-09-22";12017
"J930061101";"2013-09-23";15438
"J930061101";"2013-09-24";3956
"J930061101";"2013-09-25";6836
"J930061101";"2013-09-26";14102
"J930061101";"2013-09-27";13902
"J930061101";"2013-09-28";4864
"J930061101";"2013-09-29";9058
"J930061101";"2013-09-30";4493
"J930061101";"2013-10-01";8542
"J930061101";"2013-10-02";6270
"J930061101";"2013-10-03";13651
"J930061101";"2013-10-04";8573
"J930061101";"2013-10-05";11013
"J930061101";"2013-10-06";7382
"J930061101";"2013-10-07";5873
"J930061101";"2013-10-08";5363
"J930061101";"2013-10-09";5686
"J930061101";"2013-10-10";5032
"J930061101";"2013-10-11";4908
"J930061101";"2013-10-12";8110
"J930061101";"2013-10-13";5519
"J930061101";"2013-10-14";9277
"J930061101";"2013-10-15";6910
"J930061101";"2013-10-16";8650
"J930061101";"2013-10-17";12700
"J930061101";"2013-10-18";21704
"J930061101";"2013-10-19";11161
"J930061101";"2013-10-20";21038
"J930061101";"2013-10-21";31548
"J930061101";"2013-10-22";24468
"J930061101";"2013-10-23";18738
"J930061101";"2013-10-24";19251
"J930061101";"2013-10-25";19949
"J930061101";"2013-10-26";16038
"J930061101";"2013-10-27";24589
"J930061101";"2013-10-28";76861
"J930061101";"2013-10-29";90060
"J930061101";"2013-10-30";48233
"J930061101";"2013-10-31";28312
"J930061101";"2013-11-01";38881
"J930061101";"2013-11-02";82593
"J930061101";"2013-11-03";97224
"J930061101";"2013-11-04";102779
"J930061101";"2013-11-05";122215
"J930061101";"2013-11-06";106554
"J930061101";"2013-11-07";88184
"J930061101";"2013-11-08";87646
"J930061101";"2013-11-09";103550
"J930061101";"2013-11-10";124436
"J930061101";"2013-11-11";139340
"J930061101";"2013-11-12";195890
"J930061101";"2013-11-13";196035
"J930061101";"2013-11-14";154792
"J930061101";"2013-11-15";124772
"J930061101";"2013-11-16";98649
"J930061101";"2013-11-17";82615
"J930061101";"2013-11-18";72196
"J930061101";"2013-11-19";72765
"J930061101";"2013-11-20";67987
"J930061101";"2013-11-21";68337
"J930061101";"2013-11-22";104016
"J930061101";"2013-11-23";107061
"J930061101";"2013-11-24";92160
"J930061101";"2013-11-25";72306
"J930061101";"2013-11-26";64392
"J930061101";"2013-11-27";52424
"J930061101";"2013-11-28";49398
"J930061101";"2013-11-29";51561
"J930061101";"2013-11-30";52004
"J930061101";"2013-12-01";45474
"J930061101";"2013-12-02";43163
"J930061101";"2013-12-03";44872
"J930061101";"2013-12-04";44392
"J930061101";"2013-12-05";42074
"J930061101";"2013-12-06";42476
"J930061101";"2013-12-07";40526
"J930061101";"2013-12-08";37975
"J930061101";"2013-12-09";34305
"J930061101";"2013-12-10";35336
"J930061101";"2013-12-11";34180
"J930061101";"2013-12-12";32973
"J930061101";"2013-12-13";33380
"J930061101";"2013-12-14";32927
"J930061101";"2013-12-15";37694
"J930061101";"2013-12-16";36765
"J930061101";"2013-12-17";34672
"J930061101";"2013-12-18";36998
"J930061101";"2013-12-19";60963
"J930061101";"2013-12-20";91643
"J930061101";"2013-12-21";92235
"J930061101";"2013-12-22";89653
"J930061101";"2013-12-23";122399
"J930061101";"2013-12-24";251711
"J930061101";"2013-12-25";425701
"J930061101";"2013-12-26";650335
"J930061101";"2013-12-27";752713
"J930061101";"2013-12-28";738805
"J930061101";"2013-12-29";700208
"J930061101";"2013-12-30";650039
"J930061101";"2013-12-31";585084
"J930061101";"2014-01-01";525953
"J930061101";"2014-01-02";551685
"J930061101";"2014-01-03";642681
"J930061101";"2014-01-04";753662
"J930061101";"2014-01-05";770420
"J930061101";"2014-01-06";765711
"J930061101";"2014-01-07";793273
"J930061101";"2014-01-08";795174
"J930061101";"2014-01-09";726762
"J930061101";"2014-01-10";635301
"J930061101";"2014-01-11";519685
"J930061101";"2014-01-12";448521
"J930061101";"2014-01-13";395857
"J930061101";"2014-01-14";367419
"J930061101";"2014-01-15";348861
"J930061101";"2014-01-16";348713
"J930061101";"2014-01-17";369977
"J930061101";"2014-01-18";417713
"J930061101";"2014-01-19";468174
"J930061101";"2014-01-20";486873
"J930061101";"2014-01-21";453141
"J930061101";"2014-01-22";409596
"J930061101";"2014-01-23";374828
"J930061101";"2014-01-24";352971
"J930061101";"2014-01-25";362120
"J930061101";"2014-01-26";396081
"J930061101";"2014-01-27";424903
"J930061101";"2014-01-28";443910
"J930061101";"2014-01-29";441421
"J930061101";"2014-01-30";416885
"J930061101";"2014-01-31";378808
"J930061101";"2014-02-01";390845
"J930061101";"2014-02-02";470550
"J930061101";"2014-02-03";544862
"J930061101";"2014-02-04";544539
"J930061101";"2014-02-05";523722
"J930061101";"2014-02-06";553454
"J930061101";"2014-02-07";638926
"J930061101";"2014-02-08";791668
"J930061101";"2014-02-09";994930
"J930061101";"2014-02-10";1071929
"J930061101";"2014-02-11";996645
"J930061101";"2014-02-12";917103
"J930061101";"2014-02-13";939370
"J930061101";"2014-02-14";967828
"J930061101";"2014-02-15";1041809
"J930061101";"2014-02-16";1015801
"J930061101";"2014-02-17";923124
"J930061101";"2014-02-18";814976
"J930061101";"2014-02-19";680610
"J930061101";"2014-02-20";558238
"J930061101";"2014-02-21";491345
"J930061101";"2014-02-22";442281
"J930061101";"2014-02-23";407920
"J930061101";"2014-02-24";379184
"J930061101";"2014-02-25";354778
"J930061101";"2014-02-26";346682
"J930061101";"2014-02-27";339982
"J930061101";"2014-02-28";344885
"J930061101";"2014-03-01";370725
"J930061101";"2014-03-02";390871
"J930061101";"2014-03-03";413441
"J930061101";"2014-03-04";445413
"J930061101";"2014-03-05";469112
"J930061101";"2014-03-06";481936
"J930061101";"2014-03-07";441692
"J930061101";"2014-03-08";382981
"J930061101";"2014-03-09";331489
"J930061101";"2014-03-10";281020
"J930061101";"2014-03-11";240997
"J930061101";"2014-03-12";199305
"J930061101";"2014-03-13";183020
"J930061101";"2014-03-14";163905
"J930061101";"2014-03-15";149463
"J930061101";"2014-03-16";141767
"J930061101";"2014-03-17";122762
"J930061101";"2014-03-18";121080
"J930061101";"2014-03-19";115483
"J930061101";"2014-03-20";106484
"J930061101";"2014-03-21";115984
"J930061101";"2014-03-22";131277
"J930061101";"2014-03-23";124511
"J930061101";"2014-03-24";116769
"J930061101";"2014-03-25";121946
"J930061101";"2014-03-26";134588
"J930061101";"2014-03-27";119759
"J930061101";"2014-03-28";122688
"J930061101";"2014-03-29";121658
"J930061101";"2014-03-30";115117
"J930061101";"2014-03-31";95211
"J930061101";"2014-04-01";98052
"J930061101";"2014-04-02";88855
"J930061101";"2014-04-03";96841
"J930061101";"2014-04-04";114665
"J930061101";"2014-04-05";107326
"J930061101";"2014-04-06";94670
"J930061101";"2014-04-07";79174
"J930061101";"2014-04-08";84797
"J930061101";"2014-04-09";86625
"J930061101";"2014-04-10";80619
"J930061101";"2014-04-11";74879
"J930061101";"2014-04-12";68926
"J930061101";"2014-04-13";66601
"J930061101";"2014-04-14";67917
"J930061101";"2014-04-15";61109
"J930061101";"2014-04-16";59125
"J930061101";"2014-04-17";54959
"J930061101";"2014-04-18";59272
"J930061101";"2014-04-19";49735
"J930061101";"2014-04-20";50094
"J930061101";"2014-04-21";50047
"J930061101";"2014-04-22";52480
"J930061101";"2014-04-23";51259
"J930061101";"2014-04-24";60124
"J930061101";"2014-04-25";58350
"J930061101";"2014-04-26";58376
"J930061101";"2014-04-27";88081
"J930061101";"2014-04-28";104865
"J930061101";"2014-04-29";100920
"J930061101";"2014-04-30";87172
"J930061101";"2014-05-01";79884
"J930061101";"2014-05-02";83576
"J930061101";"2014-05-03";78007
"J930061101";"2014-05-04";69857
"J930061101";"2014-05-05";60492
"J930061101";"2014-05-06";56721
"J930061101";"2014-05-07";56000
"J930061101";"2014-05-08";62525
"J930061101";"2014-05-09";57364
"J930061101";"2014-05-10";53654
"J930061101";"2014-05-11";56557
"J930061101";"2014-05-12";55036
"J930061101";"2014-05-13";54884
"J930061101";"2014-05-14";59715
"J930061101";"2014-05-15";48978
"J930061101";"2014-05-16";41178
"J930061101";"2014-05-17";45691
"J930061101";"2014-05-18";37188
"J930061101";"2014-05-19";47280
"J930061101";"2014-05-20";34397
"J930061101";"2014-05-21";34653
"J930061101";"2014-05-22";42825
"J930061101";"2014-05-23";55297
"J930061101";"2014-05-24";48290
"J930061101";"2014-05-25";47616
"J930061101";"2014-05-26";35976
"J930061101";"2014-05-27";29362
"J930061101";"2014-05-28";35019
"J930061101";"2014-05-29";33258
"J930061101";"2014-05-30";37502
"J930061101";"2014-05-31";34908
"J930061101";"2014-06-01";33652
"J930061101";"2014-06-02";27133
"J930061101";"2014-06-03";32051
"J930061101";"2014-06-04";41943
"J930061101";"2014-06-05";59510
"J930061101";"2014-06-06";49088
"J930061101";"2014-06-07";34819
"J930061101";"2014-06-08";39690
"J930061101";"2014-06-09";33384
"J930061101";"2014-06-10";31474
"J930061101";"2014-06-11";31924
"J930061101";"2014-06-12";34759
"J930061101";"2014-06-13";27579
"J930061101";"2014-06-14";27900
"J930061101";"2014-06-15";29154
"J930061101";"2014-06-16";25699
"J930061101";"2014-06-17";30333
"J930061101";"2014-06-18";23551
"J930061101";"2014-06-19";26123
"J930061101";"2014-06-20";31995
"J930061101";"2014-06-21";33819
"J930061101";"2014-06-22";27939
"J930061101";"2014-06-23";28820
"J930061101";"2014-06-24";27232
"J930061101";"2014-06-25";18786
"J930061101";"2014-06-26";6788
"J930061101";"2014-06-27";9616
"J930061101";"2014-06-28";15536
"J930061101";"2014-06-29";14700
"J930061101";"2014-06-30";17100
"J930061101";"2014-07-01";21200
"J930061101";"2014-07-02";20700
"J930061101";"2014-07-03";20100
"J930061101";"2014-07-04";17100
"J930061101";"2014-07-05";14200
"J930061101";"2014-07-06";14700
"J930061101";"2014-07-07";27900
"J930061101";"2014-07-08";37000
"J930061101";"2014-07-09";31900
"J930061101";"2014-07-10";6112
"J930061101";"2014-07-11";10069
"J930061101";"2014-07-12";14408
"J930061101";"2014-07-13";13507
"J930061101";"2014-07-14";11047
"J930061101";"2014-07-15";14691
"J930061101";"2014-07-16";16254
"J930061101";"2014-07-17";28252
"J930061101";"2014-07-18";8539
"J930061101";"2014-07-19";9466
"J930061101";"2014-07-20";11200
"J930061101";"2014-07-21";16600
"J930061101";"2014-07-22";14400
"J930061101";"2014-07-23";16200
"J930061101";"2014-07-24";12500
"J930061101";"2014-07-25";14900
"J930061101";"2014-07-26";11600
"J930061101";"2014-07-27";15300
"J930061101";"2014-07-28";11300
"J930061101";"2014-07-29";10800
"J930061101";"2014-07-30";7017
"J930061101";"2014-07-31";12428
"J930061101";"2014-08-01";10014
"J930061101";"2014-08-02";11584
"J930061101";"2014-08-03";12005
"J930061101";"2014-08-04";10198
"J930061101";"2014-08-05";8245
"J930061101";"2014-08-06";14285
"J930061101";"2014-08-07";23263
"J930061101";"2014-08-08";36108
"J930061101";"2014-08-09";30539
"J930061101";"2014-08-10";41292
"J930061101";"2014-08-11";40386
"J930061101";"2014-08-12";30435
"J930061101";"2014-08-13";19592
"J930061101";"2014-08-14";19781
"J930061101";"2014-08-15";17407
"J930061101";"2014-08-16";20951
"J930061101";"2014-08-17";14143
"J930061101";"2014-08-18";8891
"J930061101";"2014-08-19";11390
"J930061101";"2014-08-20";17257
"J930061101";"2014-08-21";11377
"J930061101";"2014-08-22";10475
"J930061101";"2014-08-23";9656
"J930061101";"2014-08-24";8905
"J930061101";"2014-08-25";15214
"J930061101";"2014-08-26";41000
"J930061101";"2014-08-27";41953
"J930061101";"2014-08-28";28891
"J930061101";"2014-08-29";21414
"J930061101";"2014-08-30";20715
"J930061101";"2014-08-31";20481
"J930061101";"2014-09-01";17606
"J930061101";"2014-09-02";28753
"J930061101";"2014-09-03";30369
"J930061101";"2014-09-04";24083
"J930061101";"2014-09-05";16993
"J930061101";"2014-09-06";14711
"J930061101";"2014-09-07";20737
"J930061101";"2014-09-08";26378
"J930061101";"2014-09-09";25405
"J930061101";"2014-09-10";28046
"J930061101";"2014-09-11";18944
"J930061101";"2014-09-12";19250
"J930061101";"2014-09-13";18747
"J930061101";"2014-09-14";23216
"J930061101";"2014-09-15";12031
"J930061101";"2014-09-16";21655
"J930061101";"2014-09-17";19354
"J930061101";"2014-09-18";10607
"J930061101";"2014-09-19";14280
"J930061101";"2014-09-20";9855
"J930061101";"2014-09-21";13948
"J930061101";"2014-09-22";17981
"J930061101";"2014-09-23";14808
"J930061101";"2014-09-24";9257
"J930061101";"2014-09-25";13550
"J930061101";"2014-09-26";10536
"J930061101";"2014-09-27";14671
"J930061101";"2014-09-28";8470
"J930061101";"2014-09-29";7960
"J930061101";"2014-09-30";6421
"J930061101";"2014-10-01";5888
"J930061101";"2014-10-02";6030
"J930061101";"2014-10-03";5883
"J930061101";"2014-10-04";7542
"J930061101";"2014-10-05";13506
"J930061101";"2014-10-06";12591
"J930061101";"2014-10-07";15005
"J930061101";"2014-10-08";20598
"J930061101";"2014-10-09";21422
"J930061101";"2014-10-10";21386
"J930061101";"2014-10-11";14983
"J930061101";"2014-10-12";21153
"J930061101";"2014-10-13";53907
"J930061101";"2014-10-14";42807
"J930061101";"2014-10-15";28535
"J930061101";"2014-10-16";28612
"J930061101";"2014-10-17";43557
"J930061101";"2014-10-18";41940
"J930061101";"2014-10-19";34235
"J930061101";"2014-10-20";28605
"J930061101";"2014-10-21";17648
"J930061101";"2014-10-22";17855
"J930061101";"2014-10-23";15899
"J930061101";"2014-10-24";20071
"J930061101";"2014-10-25";17941
"J930061101";"2014-10-26";20257
"J930061101";"2014-10-27";21021
"J930061101";"2014-10-28";21947
"J930061101";"2014-10-29";26294
"J930061101";"2014-10-30";22710
"J930061101";"2014-10-31";21851
"J930061101";"2014-11-01";18068
"J930061101";"2014-11-02";16965
"J930061101";"2014-11-03";36269
"J930061101";"2014-11-04";31800
"J930061101";"2014-11-05";51500
"J930061101";"2014-11-06";55200
"J930061101";"2014-11-07";47800
"J930061101";"2014-11-08";67600
"J930061101";"2014-11-09";80400
"J930061101";"2014-11-10";159000
"J930061101";"2014-11-11";118510
"J930061101";"2014-11-12";142029
"J930061101";"2014-11-13";187161
"J930061101";"2014-11-14";171132
"J930061101";"2014-11-15";150132
"J930061101";"2014-11-16";133587
"J930061101";"2014-11-17";124245
"J930061101";"2014-11-18";110712
"J930061101";"2014-11-19";102559
"J930061101";"2014-11-20";100585
"J930061101";"2014-11-21";75582
"J930061101";"2014-11-22";71051
"J930061101";"2014-11-23";69016
"J930061101";"2014-11-24";69750
"J930061101";"2014-11-25";97745
"J930061101";"2014-11-26";116052
"J930061101";"2014-11-27";139891
"J930061101";"2014-11-28";125968
"J930061101";"2014-11-29";100476
"J930061101";"2014-11-30";89244
"J930061101";"2014-12-01";66000
"J930061101";"2014-12-02";69149
"J930061101";"2014-12-03";60221
"J930061101";"2014-12-04";59788
"J930061101";"2014-12-05";68596
"J930061101";"2014-12-06";66966
"J930061101";"2014-12-07";62150
"J930061101";"2014-12-08";59003
"J930061101";"2014-12-09";59730
"J930061101";"2014-12-10";61739
"J930061101";"2014-12-11";63922
"J930061101";"2014-12-12";65367
"J930061101";"2014-12-13";167780
"J930061101";"2014-12-14";275993
"J930061101";"2014-12-15";294283
"J930061101";"2014-12-16";276757
"J930061101";"2014-12-17";260711
"J930061101";"2014-12-18";228781
"J930061101";"2014-12-19";197025
"J930061101";"2014-12-20";169441
"J930061101";"2014-12-21";143378
"J930061101";"2014-12-22";121908
"J930061101";"2014-12-23";118474
"J930061101";"2014-12-24";113978
"J930061101";"2014-12-25";105852
"J930061101";"2014-12-26";99868
"J930061101";"2014-12-27";106501
"J930061101";"2014-12-28";123766
"J930061101";"2014-12-29";155808
"J930061101";"2014-12-30";135208
"J930061101";"2014-12-31";113925
"J930061101";"2015-01-02";117000
"J930061101";"2015-01-03";107000
"J930061101";"2015-01-04";99000
"J930061101";"2015-01-05";96000
"J930061101";"2015-01-06";95000
"J930061101";"2015-01-07";90000
"J930061101";"2015-01-08";90000
"J930061101";"2015-01-09";89000
"J930061101";"2015-01-10";103000
"J930061101";"2015-01-11";104000
"J930061101";"2015-01-12";116000
"J930061101";"2015-01-13";106000
"J930061101";"2015-01-14";142368
"J930061101";"2015-01-15";198307
"J930061101";"2015-01-16";293369
"J930061101";"2015-01-17";332336
"J930061101";"2015-01-18";340207
"J930061101";"2015-01-19";361076
"J930061101";"2015-01-20";384597
"J930061101";"2015-01-21";385194
"J930061101";"2015-01-22";362473
"J930061101";"2015-01-23";318991
"J930061101";"2015-01-24";268671
"J930061101";"2015-01-25";221003
"J930061101";"2015-01-26";211608
"J930061101";"2015-01-27";180141
"J930061101";"2015-01-28";156131
"J930061101";"2015-01-29";155242
"J930061101";"2015-01-30";178974
"J930061101";"2015-01-31";214094
"J930061101";"2015-02-01";237197
"J930061101";"2015-02-02";249368
"J930061101";"2015-02-03";233985
"J930061101";"2015-02-04";217494
"J930061101";"2015-02-05";190730
"J930061101";"2015-02-06";180882
"J930061101";"2015-02-07";156558
"J930061101";"2015-02-08";135971
"J930061101";"2015-02-09";117953
"J930061101";"2015-02-10";112067
"J930061101";"2015-02-11";106175
"J930061101";"2015-02-12";103590
"J930061101";"2015-02-13";107796
"J930061101";"2015-02-14";160468
"J930061101";"2015-02-15";191556
"J930061101";"2015-02-16";191075
"J930061101";"2015-02-17";224252
"J930061101";"2015-02-18";245054
"J930061101";"2015-02-19";226926
"J930061101";"2015-02-20";218188
"J930061101";"2015-02-21";257774
"J930061101";"2015-02-22";284532
"J930061101";"2015-02-23";285960
"J930061101";"2015-02-24";299281
"J930061101";"2015-02-25";282799
"J930061101";"2015-02-26";268860
"J930061101";"2015-02-27";263424
"J930061101";"2015-02-28";254704
"J930061101";"2015-03-01";258561
"J930061101";"2015-03-02";253713
"J930061101";"2015-03-03";237962
"J930061101";"2015-03-04";210164
"J930061101";"2015-03-05";200107
"J930061101";"2015-03-06";168635
"J930061101";"2015-03-07";138300
